"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BRA","UNEMP","TOT","PC_LF","M","2003-09",13.07707,
"BRA","UNEMP","TOT","PC_LF","M","2003-10",13.26376,
"BRA","UNEMP","TOT","PC_LF","M","2003-11",12.81897,
"BRA","UNEMP","TOT","PC_LF","M","2003-12",12.51585,
"BRA","UNEMP","TOT","PC_LF","M","2004-01",12.1344,
"BRA","UNEMP","TOT","PC_LF","M","2004-02",11.85405,
"BRA","UNEMP","TOT","PC_LF","M","2004-03",12.17998,
"BRA","UNEMP","TOT","PC_LF","M","2004-04",12.42227,
"BRA","UNEMP","TOT","PC_LF","M","2004-05",11.8334,
"BRA","UNEMP","TOT","PC_LF","M","2004-06",11.59418,
"BRA","UNEMP","TOT","PC_LF","M","2004-07",11.08624,
"BRA","UNEMP","TOT","PC_LF","M","2004-08",11.26412,
"BRA","UNEMP","TOT","PC_LF","M","2004-09",10.9855,
"BRA","UNEMP","TOT","PC_LF","M","2004-10",10.74518,
"BRA","UNEMP","TOT","PC_LF","M","2004-11",11.20485,
"BRA","UNEMP","TOT","PC_LF","M","2004-12",11.06768,
"BRA","UNEMP","TOT","PC_LF","M","2005-01",10.54401,
"BRA","UNEMP","TOT","PC_LF","M","2005-02",10.47064,
"BRA","UNEMP","TOT","PC_LF","M","2005-03",10.28259,
"BRA","UNEMP","TOT","PC_LF","M","2005-04",10.22216,
"BRA","UNEMP","TOT","PC_LF","M","2005-05",9.827232,
"BRA","UNEMP","TOT","PC_LF","M","2005-06",9.254727,
"BRA","UNEMP","TOT","PC_LF","M","2005-07",9.322425,
"BRA","UNEMP","TOT","PC_LF","M","2005-08",9.329138,
"BRA","UNEMP","TOT","PC_LF","M","2005-09",9.736018,
"BRA","UNEMP","TOT","PC_LF","M","2005-10",9.861129,
"BRA","UNEMP","TOT","PC_LF","M","2005-11",10.10996,
"BRA","UNEMP","TOT","PC_LF","M","2005-12",9.675368,
"BRA","UNEMP","TOT","PC_LF","M","2006-01",9.617917,
"BRA","UNEMP","TOT","PC_LF","M","2006-02",9.895424,
"BRA","UNEMP","TOT","PC_LF","M","2006-03",9.87268,
"BRA","UNEMP","TOT","PC_LF","M","2006-04",9.840483,
"BRA","UNEMP","TOT","PC_LF","M","2006-05",9.82048,
"BRA","UNEMP","TOT","PC_LF","M","2006-06",10.2695,
"BRA","UNEMP","TOT","PC_LF","M","2006-07",10.58653,
"BRA","UNEMP","TOT","PC_LF","M","2006-08",10.47811,
"BRA","UNEMP","TOT","PC_LF","M","2006-09",10.06391,
"BRA","UNEMP","TOT","PC_LF","M","2006-10",10.06175,
"BRA","UNEMP","TOT","PC_LF","M","2006-11",10.0714,
"BRA","UNEMP","TOT","PC_LF","M","2006-12",9.695142,
"BRA","UNEMP","TOT","PC_LF","M","2007-01",9.623956,
"BRA","UNEMP","TOT","PC_LF","M","2007-02",9.673713,
"BRA","UNEMP","TOT","PC_LF","M","2007-03",9.622403,
"BRA","UNEMP","TOT","PC_LF","M","2007-04",9.618071,
"BRA","UNEMP","TOT","PC_LF","M","2007-05",9.770851,
"BRA","UNEMP","TOT","PC_LF","M","2007-06",9.526117,
"BRA","UNEMP","TOT","PC_LF","M","2007-07",9.325441,
"BRA","UNEMP","TOT","PC_LF","M","2007-08",9.446429,
"BRA","UNEMP","TOT","PC_LF","M","2007-09",9.072807,
"BRA","UNEMP","TOT","PC_LF","M","2007-10",8.932889,
"BRA","UNEMP","TOT","PC_LF","M","2007-11",8.723907,
"BRA","UNEMP","TOT","PC_LF","M","2007-12",8.636428,
"BRA","UNEMP","TOT","PC_LF","M","2008-01",8.274426,
"BRA","UNEMP","TOT","PC_LF","M","2008-02",8.516868,
"BRA","UNEMP","TOT","PC_LF","M","2008-03",8.119047,
"BRA","UNEMP","TOT","PC_LF","M","2008-04",8.072902,
"BRA","UNEMP","TOT","PC_LF","M","2008-05",7.60141,
"BRA","UNEMP","TOT","PC_LF","M","2008-06",7.715947,
"BRA","UNEMP","TOT","PC_LF","M","2008-07",7.983775,
"BRA","UNEMP","TOT","PC_LF","M","2008-08",7.524454,
"BRA","UNEMP","TOT","PC_LF","M","2008-09",7.715191,
"BRA","UNEMP","TOT","PC_LF","M","2008-10",7.674621,
"BRA","UNEMP","TOT","PC_LF","M","2008-11",8.028376,
"BRA","UNEMP","TOT","PC_LF","M","2008-12",7.885071,
"BRA","UNEMP","TOT","PC_LF","M","2009-01",8.467198,
"BRA","UNEMP","TOT","PC_LF","M","2009-02",8.287186,
"BRA","UNEMP","TOT","PC_LF","M","2009-03",8.539585,
"BRA","UNEMP","TOT","PC_LF","M","2009-04",8.431472,
"BRA","UNEMP","TOT","PC_LF","M","2009-05",8.472834,
"BRA","UNEMP","TOT","PC_LF","M","2009-06",7.940168,
"BRA","UNEMP","TOT","PC_LF","M","2009-07",7.842829,
"BRA","UNEMP","TOT","PC_LF","M","2009-08",7.999191,
"BRA","UNEMP","TOT","PC_LF","M","2009-09",7.756629,
"BRA","UNEMP","TOT","PC_LF","M","2009-10",7.729197,
"BRA","UNEMP","TOT","PC_LF","M","2009-11",7.801152,
"BRA","UNEMP","TOT","PC_LF","M","2009-12",7.902646,
"BRA","UNEMP","TOT","PC_LF","M","2010-01",7.465011,
"BRA","UNEMP","TOT","PC_LF","M","2010-02",7.191654,
"BRA","UNEMP","TOT","PC_LF","M","2010-03",7.172642,
"BRA","UNEMP","TOT","PC_LF","M","2010-04",6.875212,
"BRA","UNEMP","TOT","PC_LF","M","2010-05",7.143868,
"BRA","UNEMP","TOT","PC_LF","M","2010-06",6.833828,
"BRA","UNEMP","TOT","PC_LF","M","2010-07",6.810925,
"BRA","UNEMP","TOT","PC_LF","M","2010-08",6.660689,
"BRA","UNEMP","TOT","PC_LF","M","2010-09",6.253394,
"BRA","UNEMP","TOT","PC_LF","M","2010-10",6.222114,
"BRA","UNEMP","TOT","PC_LF","M","2010-11",6.094969,
"BRA","UNEMP","TOT","PC_LF","M","2010-12",6.159383,
"BRA","UNEMP","TOT","PC_LF","M","2011-01",6.23846,
"BRA","UNEMP","TOT","PC_LF","M","2011-02",6.21431,
"BRA","UNEMP","TOT","PC_LF","M","2011-03",6.096147,
"BRA","UNEMP","TOT","PC_LF","M","2011-04",6.100201,
"BRA","UNEMP","TOT","PC_LF","M","2011-05",6.082115,
"BRA","UNEMP","TOT","PC_LF","M","2011-06",6.023153,
"BRA","UNEMP","TOT","PC_LF","M","2011-07",5.912048,
"BRA","UNEMP","TOT","PC_LF","M","2011-08",5.911242,
"BRA","UNEMP","TOT","PC_LF","M","2011-09",6.032932,
"BRA","UNEMP","TOT","PC_LF","M","2011-10",5.892017,
"BRA","UNEMP","TOT","PC_LF","M","2011-11",5.551761,
"BRA","UNEMP","TOT","PC_LF","M","2011-12",5.551572,
"BRA","UNEMP","TOT","PC_LF","M","2012-01",5.678271,
"BRA","UNEMP","TOT","PC_LF","M","2012-02",5.608653,
"BRA","UNEMP","TOT","PC_LF","M","2012-03",5.865548,
"BRA","UNEMP","TOT","PC_LF","M","2012-04",5.72741,
"BRA","UNEMP","TOT","PC_LF","M","2012-05",5.549574,
"BRA","UNEMP","TOT","PC_LF","M","2012-06",5.689653,
"BRA","UNEMP","TOT","PC_LF","M","2012-07",5.272289,
"BRA","UNEMP","TOT","PC_LF","M","2012-08",5.242164,
"BRA","UNEMP","TOT","PC_LF","M","2012-09",5.418124,
"BRA","UNEMP","TOT","PC_LF","M","2012-10",5.44998,
"BRA","UNEMP","TOT","PC_LF","M","2012-11",5.237459,
"BRA","UNEMP","TOT","PC_LF","M","2012-12",5.411323,
"BRA","UNEMP","TOT","PC_LF","M","2013-01",5.601452,
"BRA","UNEMP","TOT","PC_LF","M","2013-02",5.436466,
"BRA","UNEMP","TOT","PC_LF","M","2013-03",5.338785,
"BRA","UNEMP","TOT","PC_LF","M","2013-04",5.509905,
"BRA","UNEMP","TOT","PC_LF","M","2013-05",5.553439,
"BRA","UNEMP","TOT","PC_LF","M","2013-06",5.779708,
"BRA","UNEMP","TOT","PC_LF","M","2013-07",5.490614,
"BRA","UNEMP","TOT","PC_LF","M","2013-08",5.210773,
"BRA","UNEMP","TOT","PC_LF","M","2013-09",5.415362,
"BRA","UNEMP","TOT","PC_LF","M","2013-10",5.289386,
"BRA","UNEMP","TOT","PC_LF","M","2013-11",4.950717,
"BRA","UNEMP","TOT","PC_LF","M","2013-12",5.093781,
"BRA","UNEMP","TOT","PC_LF","M","2014-01",4.937573,
"BRA","UNEMP","TOT","PC_LF","M","2014-02",5.003753,
"BRA","UNEMP","TOT","PC_LF","M","2014-03",4.753304,
"BRA","UNEMP","TOT","PC_LF","M","2014-04",4.617692,
"BRA","UNEMP","TOT","PC_LF","M","2014-05",4.680679,
"BRA","UNEMP","TOT","PC_LF","M","2014-06",4.665461,
"BRA","UNEMP","TOT","PC_LF","M","2014-07",4.775859,
"BRA","UNEMP","TOT","PC_LF","M","2014-08",4.93764,
"BRA","UNEMP","TOT","PC_LF","M","2014-09",4.866515,
"BRA","UNEMP","TOT","PC_LF","M","2014-10",4.776866,
"BRA","UNEMP","TOT","PC_LF","M","2014-11",5.176929,
"BRA","UNEMP","TOT","PC_LF","M","2014-12",5.071084,
"BRA","UNEMP","TOT","PC_LF","M","2015-01",5.463681,
"BRA","UNEMP","TOT","PC_LF","M","2015-02",5.715923,
"BRA","UNEMP","TOT","PC_LF","M","2015-03",5.83795,
"BRA","UNEMP","TOT","PC_LF","M","2015-04",6.085472,
"BRA","UNEMP","TOT","PC_LF","M","2015-05",6.410128,
"BRA","UNEMP","TOT","PC_LF","M","2015-06",6.703869,
"BRA","UNEMP","TOT","PC_LF","M","2015-07",7.307231,
"BRA","UNEMP","TOT","PC_LF","M","2015-08",7.436954,
"BRA","UNEMP","TOT","PC_LF","M","2015-09",7.537654,
"BRA","UNEMP","TOT","PC_LF","M","2015-10",7.997365,
"BRA","UNEMP","TOT","PC_LF","M","2015-11",8.00671,
"CHL","UNEMP","TOT","PC_LF","M","2000-01",9.200274,
"CHL","UNEMP","TOT","PC_LF","M","2000-02",9.04165,
"CHL","UNEMP","TOT","PC_LF","M","2000-03",9.265088,
"CHL","UNEMP","TOT","PC_LF","M","2000-04",9.245249,
"CHL","UNEMP","TOT","PC_LF","M","2000-05",9.38966,
"CHL","UNEMP","TOT","PC_LF","M","2000-06",9.960872,
"CHL","UNEMP","TOT","PC_LF","M","2000-07",10.2227,
"CHL","UNEMP","TOT","PC_LF","M","2000-08",10.49456,
"CHL","UNEMP","TOT","PC_LF","M","2000-09",10.11641,
"CHL","UNEMP","TOT","PC_LF","M","2000-10",10.18238,
"CHL","UNEMP","TOT","PC_LF","M","2000-11",9.736002,
"CHL","UNEMP","TOT","PC_LF","M","2000-12",9.838801,
"CHL","UNEMP","TOT","PC_LF","M","2001-01",9.840822,
"CHL","UNEMP","TOT","PC_LF","M","2001-02",9.966402,
"CHL","UNEMP","TOT","PC_LF","M","2001-03",10.04851,
"CHL","UNEMP","TOT","PC_LF","M","2001-04",10.15126,
"CHL","UNEMP","TOT","PC_LF","M","2001-05",9.877192,
"CHL","UNEMP","TOT","PC_LF","M","2001-06",9.786768,
"CHL","UNEMP","TOT","PC_LF","M","2001-07",9.628064,
"CHL","UNEMP","TOT","PC_LF","M","2001-08",10.08088,
"CHL","UNEMP","TOT","PC_LF","M","2001-09",9.961435,
"CHL","UNEMP","TOT","PC_LF","M","2001-10",9.784737,
"CHL","UNEMP","TOT","PC_LF","M","2001-11",9.476506,
"CHL","UNEMP","TOT","PC_LF","M","2001-12",9.648473,
"CHL","UNEMP","TOT","PC_LF","M","2002-01",9.90555,
"CHL","UNEMP","TOT","PC_LF","M","2002-02",10.03164,
"CHL","UNEMP","TOT","PC_LF","M","2002-03",9.918691,
"CHL","UNEMP","TOT","PC_LF","M","2002-04",9.785483,
"CHL","UNEMP","TOT","PC_LF","M","2002-05",9.776876,
"CHL","UNEMP","TOT","PC_LF","M","2002-06",9.564805,
"CHL","UNEMP","TOT","PC_LF","M","2002-07",9.654738,
"CHL","UNEMP","TOT","PC_LF","M","2002-08",9.855994,
"CHL","UNEMP","TOT","PC_LF","M","2002-09",10.07544,
"CHL","UNEMP","TOT","PC_LF","M","2002-10",9.945372,
"CHL","UNEMP","TOT","PC_LF","M","2002-11",9.540668,
"CHL","UNEMP","TOT","PC_LF","M","2002-12",9.3732,
"CHL","UNEMP","TOT","PC_LF","M","2003-01",9.564314,
"CHL","UNEMP","TOT","PC_LF","M","2003-02",9.586768,
"CHL","UNEMP","TOT","PC_LF","M","2003-03",9.79466,
"CHL","UNEMP","TOT","PC_LF","M","2003-04",9.604479,
"CHL","UNEMP","TOT","PC_LF","M","2003-05",9.571523,
"CHL","UNEMP","TOT","PC_LF","M","2003-06",9.454339,
"CHL","UNEMP","TOT","PC_LF","M","2003-07",9.630355,
"CHL","UNEMP","TOT","PC_LF","M","2003-08",9.706356,
"CHL","UNEMP","TOT","PC_LF","M","2003-09",9.5125,
"CHL","UNEMP","TOT","PC_LF","M","2003-10",9.34257,
"CHL","UNEMP","TOT","PC_LF","M","2003-11",9.287615,
"CHL","UNEMP","TOT","PC_LF","M","2003-12",9.244301,
"CHL","UNEMP","TOT","PC_LF","M","2004-01",9.17339,
"CHL","UNEMP","TOT","PC_LF","M","2004-02",9.535391,
"CHL","UNEMP","TOT","PC_LF","M","2004-03",10.10132,
"CHL","UNEMP","TOT","PC_LF","M","2004-04",10.48779,
"CHL","UNEMP","TOT","PC_LF","M","2004-05",10.3708,
"CHL","UNEMP","TOT","PC_LF","M","2004-06",10.29639,
"CHL","UNEMP","TOT","PC_LF","M","2004-07",10.40044,
"CHL","UNEMP","TOT","PC_LF","M","2004-08",10.39165,
"CHL","UNEMP","TOT","PC_LF","M","2004-09",10.41631,
"CHL","UNEMP","TOT","PC_LF","M","2004-10",10.01966,
"CHL","UNEMP","TOT","PC_LF","M","2004-11",9.746029,
"CHL","UNEMP","TOT","PC_LF","M","2004-12",9.460667,
"CHL","UNEMP","TOT","PC_LF","M","2005-01",9.51066,
"CHL","UNEMP","TOT","PC_LF","M","2005-02",9.367978,
"CHL","UNEMP","TOT","PC_LF","M","2005-03",9.517233,
"CHL","UNEMP","TOT","PC_LF","M","2005-04",9.395543,
"CHL","UNEMP","TOT","PC_LF","M","2005-05",9.59004,
"CHL","UNEMP","TOT","PC_LF","M","2005-06",9.422501,
"CHL","UNEMP","TOT","PC_LF","M","2005-07",9.356622,
"CHL","UNEMP","TOT","PC_LF","M","2005-08",9.255723,
"CHL","UNEMP","TOT","PC_LF","M","2005-09",9.128814,
"CHL","UNEMP","TOT","PC_LF","M","2005-10",9.026525,
"CHL","UNEMP","TOT","PC_LF","M","2005-11",8.719951,
"CHL","UNEMP","TOT","PC_LF","M","2005-12",8.454558,
"CHL","UNEMP","TOT","PC_LF","M","2006-01",8.417744,
"CHL","UNEMP","TOT","PC_LF","M","2006-02",8.586641,
"CHL","UNEMP","TOT","PC_LF","M","2006-03",8.67076,
"CHL","UNEMP","TOT","PC_LF","M","2006-04",8.546406,
"CHL","UNEMP","TOT","PC_LF","M","2006-05",8.502542,
"CHL","UNEMP","TOT","PC_LF","M","2006-06",8.291394,
"CHL","UNEMP","TOT","PC_LF","M","2006-07",7.965536,
"CHL","UNEMP","TOT","PC_LF","M","2006-08",7.500924,
"CHL","UNEMP","TOT","PC_LF","M","2006-09",7.16952,
"CHL","UNEMP","TOT","PC_LF","M","2006-10",6.869565,
"CHL","UNEMP","TOT","PC_LF","M","2006-11",6.595211,
"CHL","UNEMP","TOT","PC_LF","M","2006-12",6.620469,
"CHL","UNEMP","TOT","PC_LF","M","2007-01",6.82302,
"CHL","UNEMP","TOT","PC_LF","M","2007-02",6.874155,
"CHL","UNEMP","TOT","PC_LF","M","2007-03",6.871599,
"CHL","UNEMP","TOT","PC_LF","M","2007-04",6.546508,
"CHL","UNEMP","TOT","PC_LF","M","2007-05",6.514458,
"CHL","UNEMP","TOT","PC_LF","M","2007-06",6.611176,
"CHL","UNEMP","TOT","PC_LF","M","2007-07",7.110618,
"CHL","UNEMP","TOT","PC_LF","M","2007-08",7.30478,
"CHL","UNEMP","TOT","PC_LF","M","2007-09",7.537214,
"CHL","UNEMP","TOT","PC_LF","M","2007-10",7.56761,
"CHL","UNEMP","TOT","PC_LF","M","2007-11",7.851968,
"CHL","UNEMP","TOT","PC_LF","M","2007-12",7.766428,
"CHL","UNEMP","TOT","PC_LF","M","2008-01",7.79473,
"CHL","UNEMP","TOT","PC_LF","M","2008-02",7.656828,
"CHL","UNEMP","TOT","PC_LF","M","2008-03",7.65868,
"CHL","UNEMP","TOT","PC_LF","M","2008-04",7.710317,
"CHL","UNEMP","TOT","PC_LF","M","2008-05",7.971574,
"CHL","UNEMP","TOT","PC_LF","M","2008-06",7.894847,
"CHL","UNEMP","TOT","PC_LF","M","2008-07",7.689429,
"CHL","UNEMP","TOT","PC_LF","M","2008-08",7.413392,
"CHL","UNEMP","TOT","PC_LF","M","2008-09",7.404079,
"CHL","UNEMP","TOT","PC_LF","M","2008-10",7.78283,
"CHL","UNEMP","TOT","PC_LF","M","2008-11",8.134183,
"CHL","UNEMP","TOT","PC_LF","M","2008-12",8.597849,
"CHL","UNEMP","TOT","PC_LF","M","2009-01",9.044595,
"CHL","UNEMP","TOT","PC_LF","M","2009-02",9.338944,
"CHL","UNEMP","TOT","PC_LF","M","2009-03",9.867675,
"CHL","UNEMP","TOT","PC_LF","M","2009-04",9.959227,
"CHL","UNEMP","TOT","PC_LF","M","2009-05",10.23818,
"CHL","UNEMP","TOT","PC_LF","M","2009-06",10.20841,
"CHL","UNEMP","TOT","PC_LF","M","2009-07",10.15915,
"CHL","UNEMP","TOT","PC_LF","M","2009-08",9.813972,
"CHL","UNEMP","TOT","PC_LF","M","2009-09",9.581934,
"CHL","UNEMP","TOT","PC_LF","M","2009-10",9.46073,
"CHL","UNEMP","TOT","PC_LF","M","2009-11",9.347213,
"CHL","UNEMP","TOT","PC_LF","M","2009-12",9.27457,
"CHL","UNEMP","TOT","PC_LF","M","2010-01",9.011557,
"CHL","UNEMP","TOT","PC_LF","M","2010-02",9.131085,
"CHL","UNEMP","TOT","PC_LF","M","2010-03",8.655206,
"CHL","UNEMP","TOT","PC_LF","M","2010-04",8.556082,
"CHL","UNEMP","TOT","PC_LF","M","2010-05",8.114058,
"CHL","UNEMP","TOT","PC_LF","M","2010-06",7.909077,
"CHL","UNEMP","TOT","PC_LF","M","2010-07",7.857049,
"CHL","UNEMP","TOT","PC_LF","M","2010-08",7.657543,
"CHL","UNEMP","TOT","PC_LF","M","2010-09",7.515479,
"CHL","UNEMP","TOT","PC_LF","M","2010-10",7.31845,
"CHL","UNEMP","TOT","PC_LF","M","2010-11",7.687663,
"CHL","UNEMP","TOT","PC_LF","M","2010-12",7.807084,
"CHL","UNEMP","TOT","PC_LF","M","2011-01",7.679816,
"CHL","UNEMP","TOT","PC_LF","M","2011-02",7.342138,
"CHL","UNEMP","TOT","PC_LF","M","2011-03",6.990195,
"CHL","UNEMP","TOT","PC_LF","M","2011-04",6.923219,
"CHL","UNEMP","TOT","PC_LF","M","2011-05",6.858807,
"CHL","UNEMP","TOT","PC_LF","M","2011-06",7.141706,
"CHL","UNEMP","TOT","PC_LF","M","2011-07",7.035673,
"CHL","UNEMP","TOT","PC_LF","M","2011-08",7.163904,
"CHL","UNEMP","TOT","PC_LF","M","2011-09",7.139813,
"CHL","UNEMP","TOT","PC_LF","M","2011-10",7.329312,
"CHL","UNEMP","TOT","PC_LF","M","2011-11",7.102502,
"CHL","UNEMP","TOT","PC_LF","M","2011-12",7.026273,
"CHL","UNEMP","TOT","PC_LF","M","2012-01",6.896159,
"CHL","UNEMP","TOT","PC_LF","M","2012-02",6.608519,
"CHL","UNEMP","TOT","PC_LF","M","2012-03",6.525609,
"CHL","UNEMP","TOT","PC_LF","M","2012-04",6.480409,
"CHL","UNEMP","TOT","PC_LF","M","2012-05",6.302086,
"CHL","UNEMP","TOT","PC_LF","M","2012-06",6.247199,
"CHL","UNEMP","TOT","PC_LF","M","2012-07",6.168427,
"CHL","UNEMP","TOT","PC_LF","M","2012-08",6.304234,
"CHL","UNEMP","TOT","PC_LF","M","2012-09",6.496393,
"CHL","UNEMP","TOT","PC_LF","M","2012-10",6.424901,
"CHL","UNEMP","TOT","PC_LF","M","2012-11",6.500352,
"CHL","UNEMP","TOT","PC_LF","M","2012-12",6.295573,
"CHL","UNEMP","TOT","PC_LF","M","2013-01",6.426337,
"CHL","UNEMP","TOT","PC_LF","M","2013-02",6.214819,
"CHL","UNEMP","TOT","PC_LF","M","2013-03",6.366595,
"CHL","UNEMP","TOT","PC_LF","M","2013-04",6.180023,
"CHL","UNEMP","TOT","PC_LF","M","2013-05",5.91163,
"CHL","UNEMP","TOT","PC_LF","M","2013-06",5.491499,
"CHL","UNEMP","TOT","PC_LF","M","2013-07",5.471889,
"CHL","UNEMP","TOT","PC_LF","M","2013-08",5.515738,
"CHL","UNEMP","TOT","PC_LF","M","2013-09",5.760577,
"CHL","UNEMP","TOT","PC_LF","M","2013-10",5.914816,
"CHL","UNEMP","TOT","PC_LF","M","2013-11",6.072544,
"CHL","UNEMP","TOT","PC_LF","M","2013-12",6.435735,
"CHL","UNEMP","TOT","PC_LF","M","2014-01",6.383972,
"CHL","UNEMP","TOT","PC_LF","M","2014-02",6.472787,
"CHL","UNEMP","TOT","PC_LF","M","2014-03",6.145779,
"CHL","UNEMP","TOT","PC_LF","M","2014-04",6.079518,
"CHL","UNEMP","TOT","PC_LF","M","2014-05",6.179551,
"CHL","UNEMP","TOT","PC_LF","M","2014-06",6.180199,
